customer_id,customer_identifier_hash,first_name,last_name,date_of_birth,gender,province,email_masked,mobile_masked,bank_name,account_type,is_verified,created_at,is_repeat_customer,employment_status,net_income_zar
598,72AA6712C55B,Palesa,Jacobs,1994-10-15,M,Northern Cape,pal***@webmail.co.za,+27 85 1****,Standard Bank,CHEQUE,0,2026-06-06 18:36:53,0,Self-Employed,20310.5
599,CDBFB392D349,Deon,Coetzee,1975-06-11,F,KwaZulu-Natal,deo***@yahoo.co.za,+27 73 8****,,CHEQUE,1,2025-09-19 07:35:00,0,Unemployed,42352.29
600,E56054249D65,Nokwanda,Mahlangu,2001-05-13,Non-binary,North West,nok***@yahoo.co.za,+27 84 6****,Standard Bank,Savings,1,2023-01-21 12:42:40,0,Employed,17817.6
601,923DB5DE,Michael,Sithole,03-15-1990,Non-binary,Limpopo,mic***@icloud.com,+27 84 6****,,CHEQUE,1,2026-02-02 14:39:38,0,Unemployed,60763.46
602,65CB47A0571A,Liesl,Arendse,,Male,Mpumalanga,lie***@icloud.com,,Absa,Savings,1,2024-01-28 21:34:42,0,Pensioner,8883.97
603,622DDB2F04C8,Priya,Mokoena,,F,Free State,pri***@outlook.com,+27 76 4****,Nedbank,CHEQUE,1,2025-05-14 19:52:58,0,Self-Employed,7896.45
604,879C4EEEAEE6,Nadine,Dlamini,1985-06-20,Female,KwaZulu-Natal,nad***@outlook.com,+27 85 7****,Capitec,savings,1,2024-09-13 16:43:50,0,Unemployed,50058.67
605,B9F9FAEF,Sipho,Ngcobo,1999-04-11,Female,,sip***@outlook.com,+27 72 8****,Discovery Bank,CHEQUE,1,2024-07-08 14:39:22,0,EMPLOYED,46560.79
606,BBC2515896DE,Deon,Mabunda,1984-03-22,M,Mpumalanga,deo***@yahoo.co.za,+27 83 9****,,CHEQUE,1,2025-08-23 14:48:23,1,Unemployed,27317.23
607,E9DC27A2A772,Priya,Pillay,1983-02-27,M,Limpopo,pri***@yahoo.co.za,+27 83 6****,Capitec,,1,2024-02-16 14:52:41,1,Pensioner,43473.49
608,AE76957545E7,Lerato,Langa,1969-06-26,Female,Gauteng,ler***@yahoo.co.za,+27 85 3****,Standard Bank,,1,2023-08-08 18:27:43,0,Self-Employed,70201.74
609,FC51DEF483E1,Priya,Singh,1993-12-13,Female,Free State,pri***@webmail.co.za,,Nedbank,Savings,1,2023-04-09 17:30:14,0,employed,67449.52
610,651756003322,Bongani,Sithole,1971-12-03,Non-binary,Northern Cape,bon***@icloud.com,+27 84 4****,Absa,CHEQUE,1,2024-12-14 11:33:47,0,,18436.26
611,51CE12331A69,Priya,Coetzee,1994-12-18,Non-binary,Eastern Cape,pri***@gmail.com,+27 84 6****,Absa,Savings,0,2025-05-21 22:48:55,1,employed,78653.19
612,64CF9A568E90,Lerato,Pillay,1978-11-01,Male,North West,,+27 71 8****,Standard Bank,Savings,0,2026-02-21 20:59:27,1,Self-Employed,33025.16
613,08854017,Nokwanda,Zulu,,F,KwaZulu-Natal,nok***@icloud.com,+27 84 1****,Discovery Bank,CHEQUE,1,2024-12-16 10:15:46,0,Employed,56756.33
614,E7A92FDB,Nomsa,Dlamini,1997-12-04,Female,Mpumalanga,nom***@webmail.co.za,+27 73 5****,Absa,CHEQUE,0,2024-12-24 14:51:39,0,,30039.76
615,E53DB29D8A7C,Sarah,Petersen,1988-11-10,Female,KwaZulu-Natal,sar***@yahoo.co.za,+27 85 7****,Discovery Bank,Cheque,0,2025-07-24 07:54:10,0,,35739.44
616,39E030F8F3C0,Zanele,Hendricks,1976-09-03,Male,North West,zan***@icloud.com,+27 85 4****,Capitec,,1,2026-01-24 07:08:31,1,Employed,41495.48
617,284B80C51169,Nadine,Du Plessis,1971-05-21,Non-binary,Western Cape,nad***@webmail.co.za,+27 85 9****,FNB,savings,1,2025-07-19 15:55:20,0,Employed,22784.71
618,853CA4322895,Bongani,Langa,,Prefer not to say,Northern Cape,bon***@gmail.com,+27 74 7****,Capitec,Cheque,1,2025-01-05 14:46:14,1,Pensioner,
619,38BCAF2A664A,Pieter,Dlamini,1979-12-01,F,Western Cape,pie***@yahoo.co.za,,Discovery Bank,Cheque,1,2023-03-13 18:28:29,1,Employed,
620,EFB309557E09,Riaan,Steyn,1996-12-19,Female,Gauteng,ria***@gmail.com,+27 73 2****,,CHEQUE,1,2024-06-07 20:13:11,1,,42200.67
621,84E2502DD2D4,Nadine,Sithole,09/01/1983,Male,Free State,nad***@gmail.com,+27 73 6****,TymeBank,Cheque,1,2026-05-02 17:49:50,1,Pensioner,36057.84
622,8FF4134EEB99,deon,De Villiers,18/07/1977,Prefer not to say,Mpumalanga,deo***@webmail.co.za,+27 82 1****,Capitec,Cheque,1,2024-02-23 19:36:02,0,Employed,42171.07
623,C8CFDAD343A3,Thandi,Botha,1985-12-25,M,Gauteng,tha***@yahoo.co.za,+27 71 2****,Absa,Cheque,0,2023-07-10 19:00:09,0,Self-Employed,49078.49
624,F92DA9A62F3D,Nadine,Pillay,1966-10-09,,KwaZulu-Natal,nad***@gmail.com,,Standard Bank,savings,1,2023-10-02 15:22:52,0,employed,
625,28DB2E5D2AF9,Sipho,Dlamini,2001-11-04,Prefer not to say,Free State,sip***@icloud.com,+27 79 3****,Discovery Bank,CHEQUE,1,2025-02-15 08:58:00,0,Unemployed,6772.67
626,457EBF8C9E51,Nkosi,Mabunda,2000-02-19,Prefer not to say,Western Cape,nko***@outlook.com,+27 85 2****,FNB,savings,1,2025-07-08 08:32:10,0,Self-Employed,44583.81
627,67776C57,Sarah,Sithole,1974-12-28,F,Western Cape,,+27 71 1****,FNB,CHEQUE,1,2023-08-16 07:00:33,0,Employed,
628,59E57D539712,Deon,Petersen,1989-10-25,Prefer not to say,Northern Cape,,+27 71 6****,Discovery Bank,CHEQUE,1,2025-03-06 14:02:03,0,employed,77933.06
629,FB89BF5E1B2F,Nokwanda,Ngcobo,1980-07-04,M,Mpumalanga,nok***@yahoo.co.za,+27 78 6****,Discovery Bank,Savings,1,2023-01-25 09:23:13,0,,
630,14F01013C519,Bongani,Khumalo,2001-10-20,Female,Gauteng,bon***@gmail.com,+27 83 1****,FNB,CHEQUE,1,2023-01-03 11:57:25,1,Employed,42559.78
631,6B464C39DA2A,Pieter,Steyn,1985-03-15,Female,,,+27 83 2****,Capitec,Savings,1,2024-12-09 07:18:42,0,Employed,9562.42
632,B9DCBFB2,Zanele,Daniels,1981-07-14,Male,KwaZulu-Natal,,+27 72 2****,Absa,,1,2025-06-10 17:14:52,0,Unemployed,8450.26
633,F8FB1FF1E911,Gareth,Sithole,14/08/1974,Non-binary,Mpumalanga,gar***@yahoo.co.za,+27 73 3****,,CHEQUE,0,2024-10-12 10:47:43,1,,76453.55
634,487D6314EFC4,Thandi,Du Plessis,1990-07-23,Female,Gauteng,tha***@icloud.com,+27 76 9****,,Cheque,0,2025-01-10 07:02:26,0,,42544.89
635,84CE9C352EAE,Fatima,Jacobs,1973-04-11,F,Northern Cape,fat***@yahoo.co.za,+27 79 9****,Discovery Bank,savings,0,2023-02-05 19:42:44,0,,66377.02
636,E645A506E8A7,Sipho,Mabunda,20040825,Female,Mpumalanga,sip***@outlook.com,+27 83 6****,Standard Bank,CHEQUE,1,2024-12-12 10:52:06,0,Self-Employed,66138.32
637,CE8D6CCF3CEE,Trevor,Mabunda,19820226,Male,Eastern Cape,tre***@gmail.com,+27 74 2****,,CHEQUE,1,2026-05-22 08:05:05,0,Employed,20739.25
638,87CD1019FF7B,Amina,Dlamini,1980-02-25,,Gauteng,ami***@yahoo.co.za,+27 84 8****,,savings,1,2025-12-08 17:55:23,0,EMPLOYED,20452.48
639,FA2EF7327E9A,Zanele,Zulu,1998-03-23,Prefer not to say,Western Cape,zan***@gmail.com,+27 82 2****,Capitec,Savings,1,2023-11-13 11:57:12,0,Unemployed,63117.04
640,D43EB5EFD527,Amina,Zulu,1979-01-15,Non-binary,Northern Cape,,+27 85 3****,Discovery Bank,CHEQUE,0,2023-09-06 19:37:02,0,employed,33682.0
641,F655B68E,Nkosi,Botha,1990-11-16,F,Mpumalanga,nko***@gmail.com,+27 79 4****,Capitec,Savings,1,2023-04-06 15:57:50,1,Unemployed,57711.22
642,6CBE610E90DC,Palesa,Langa,05/10/1979,F,Gauteng,pal***@outlook.com,+27 72 4****,Discovery Bank,CHEQUE,1,2024-05-16 14:42:55,0,Self-Employed,
643,77C251E363C4,Thandi,Dlamini,1982-08-14,Prefer not to say,Gauteng,tha***@yahoo.co.za,+27 72 2****,Standard Bank,savings,0,2024-04-24 18:48:36,0,employed,32171.04
644,3D7F4DF1F9A1,Gareth,Daniels,2003-08-06,F,Mpumalanga,,,,CHEQUE,1,2024-06-23 22:34:41,1,Pensioner,9590.11
645,91AA26B30538,Bongani,Hendricks,,Non-binary,Mpumalanga,bon***@gmail.com,+27 73 4****,Standard Bank,CHEQUE,1,2024-01-16 16:02:28,0,Pensioner,5771.42
646,A0D01A38823C,Mandla,Mabunda,1978-03-16,M,Free State,man***@icloud.com,+27 83 5****,,Savings,1,2025-12-07 19:37:43,1,,30095.67
647,9672AF0B,Zanele,Botha,1965-06-26,M,Gauteng,zan***@webmail.co.za,+27 71 4****,TymeBank,,1,2025-10-21 21:31:45,0,Unemployed,37725.06
648,0E05CD7C8DAC,Riaan,Mokoena,1980-09-09,Prefer not to say,KwaZulu-Natal,ria***@outlook.com,+27 72 8****,Discovery Bank,CHEQUE,1,2025-10-04 10:27:10,0,,51259.11
649,3EAA0049FF56,Sipho,Hendricks,1982-09-13,,KwaZulu-Natal,,+27 76 2****,,CHEQUE,1,2025-07-11 21:56:56,0,Self-Employed,11028.88
650,CD0D6E80A5B1,Nkosi,Daniels,1986-11-01,Female,Limpopo,nko***@outlook.com,+27 82 5****,Capitec,Savings,1,2024-06-16 08:10:56,0,employed,66321.77
651,18D878445727,Sipho,Steyn,2003-04-24,M,KwaZulu-Natal,sip***@yahoo.co.za,,Discovery Bank,CHEQUE,1,2023-12-18 21:55:10,0,Unemployed,49108.41
652,740D4E786467,priya,Vermeulen,2002-06-01,Prefer not to say,Mpumalanga,,+27 72 6****,FNB,Savings,1,2024-05-02 08:17:16,0,employed,72406.42
653,031F82FFA98E,Trevor,Ngcobo,1978-03-01,F,Mpumalanga,tre***@outlook.com,+27 76 4****,Standard Bank,savings,0,2024-02-01 14:12:56,1,Unemployed,34558.57
654,74D4A1C9DC76,Sarah,Jacobs,1965-09-01,Non-binary,Gauteng,sar***@yahoo.co.za,+27 79 4****,Capitec,CHEQUE,1,2025-09-12 21:19:37,0,Unemployed,72981.08
655,A4B39D01A7D3,Palesa,Botha,1970-10-07,Prefer not to say,Eastern Cape,pal***@webmail.co.za,+27 79 9****,FNB,CHEQUE,1,2023-10-18 07:56:39,0,Employed,
656,C0FADEB8E386,Deon,Coetzee,11-24-1975,F,Mpumalanga,,+27 74 8****,,Cheque,1,2025-11-25 21:31:58,0,EMPLOYED,39960.33
657,074317C31976,Liesl,Steyn,1981-03-05,F,Northern Cape,lie***@gmail.com,,Standard Bank,Cheque,0,2023-12-15 20:22:06,0,,9286.98
658,9E2B637D111D,Riaan,Langa,1983-07-09,M,Northern Cape,ria***@webmail.co.za,+27 73 1****,Standard Bank,Cheque,0,2024-10-15 18:05:50,0,Self-Employed,17946.01
659,2259DA0FA805,Thandi,Dlamini,1999-03-12,Non-binary,Northern Cape,,+27 73 9****,,Cheque,1,2026-05-25 20:25:10,0,Employed,34887.64
660,28FF42059421,Bongani,Daniels,06-14-2002,M,Gauteng,bon***@outlook.com,+27 73 2****,,Cheque,1,2023-04-06 20:01:59,1,Pensioner,7795.39
661,B8566C3CF03B,Mandla,Dlamini,1991-01-16,,Mpumalanga,,+27 79 7****,,Cheque,1,2023-01-26 15:18:45,0,Pensioner,75401.84
662,3D665B837C37,Mandla,De Villiers,1982-05-04,M,Free State,man***@outlook.com,+27 84 3****,Capitec,CHEQUE,1,2024-11-02 17:06:32,0,Employed,67692.01
663,EFDB8E9F9BCF,Palesa,Coetzee,1977-03-10,Non-binary,Gauteng,pal***@yahoo.co.za,+27 78 9****,Standard Bank,CHEQUE,1,2023-12-05 18:55:18,0,EMPLOYED,68155.0
664,A231943B7514,Nomsa,Coetzee,23/05/1967,Male,Eastern Cape,nom***@yahoo.co.za,+27 79 8****,Discovery Bank,Savings,1,2026-04-06 14:30:34,0,Unemployed,8743.32
665,75147E652412,Gareth,Vermeulen,1991-12-04,,Free State,gar***@yahoo.co.za,+27 76 5****,Standard Bank,CHEQUE,1,2025-01-23 16:56:44,0,employed,43814.69
666,6896B6DF6DEE,Michael,Daniels,,M,Western Cape,mic***@gmail.com,+27 74 4****,,Savings,0,2025-06-28 15:58:27,1,,41228.52
667,4933BE481240,Trevor,Mokoena,1990-08-23,Prefer not to say,North West,,+27 83 5****,Standard Bank,savings,1,2025-03-04 22:48:13,0,Self-Employed,65990.49
668,783D2369,Riaan,Mahlangu,1997-08-13,F,KwaZulu-Natal,ria***@yahoo.co.za,+27 83 5****,Standard Bank,,1,2024-02-26 12:53:03,0,Pensioner,48341.03
669,789F44C51204,Thandi,Singh,1977-10-19,M,North West,tha***@yahoo.co.za,+27 74 8****,Standard Bank,Savings,1,2026-06-04 15:10:25,0,,58847.25
670,891B9E4744BD,Nokwanda,Mabunda,1980-02-22,Male,Mpumalanga,nok***@gmail.com,+27 84 2****,Discovery Bank,,1,2026-05-28 12:17:14,0,EMPLOYED,65879.23
671,479B9CC4ACB9,Riaan,Mabunda,1969-08-24,Prefer not to say,Limpopo,ria***@icloud.com,+27 71 2****,Absa,Cheque,1,2023-07-10 17:00:12,0,,40696.55
672,E6BCBB2E42CD,Nadine,Arendse,1984-01-15,Male,Free State,nad***@icloud.com,+27 76 9****,Absa,Savings,1,2025-07-26 11:33:32,0,employed,53513.44
673,9EB416B734B2,Ayesha,Petersen,1991-09-01,Male,North West,aye***@gmail.com,+27 71 3****,TymeBank,Cheque,1,2024-02-03 15:17:17,1,Unemployed,33611.39
674,A8EC55D75753,Gareth,BOTHA,1986-09-22,Non-binary,KwaZulu-Natal,gar***@webmail.co.za,+27 84 1****,Standard Bank,Savings,1,2026-03-13 21:25:52,0,Self-Employed,53676.89
675,E7382F587914,Nadine,Hendricks,,Non-binary,Free State,nad***@icloud.com,+27 78 8****,FNB,savings,1,2026-01-24 11:07:22,0,Pensioner,32707.9
676,0BE90BCFC501,Mandla,Arendse,1974-04-05,M,Gauteng,man***@webmail.co.za,+27 85 2****,Absa,CHEQUE,1,2026-02-28 11:00:24,0,,39027.87
677,546CB80390AA,Deon,Arendse,1976-04-12,Female,Northern Cape,deo***@webmail.co.za,+27 79 6****,Standard Bank,Cheque,1,2023-01-26 16:07:15,0,employed,44244.3
678,9A08AE92B467,Pieter,Mahlangu,02-11-1980,,Western Cape,pie***@webmail.co.za,+27 73 9****,Absa,Cheque,1,2026-03-01 09:13:19,0,Employed,65864.55
679,6CF9BF87,Nadine,Vermeulen,1999-08-05,Non-binary,KwaZulu-Natal,,+27 73 3****,Capitec,CHEQUE,1,2026-05-31 10:39:16,0,Self-Employed,47628.88
680,C238CE9F3DA7,nomsa,Daniels,1988-07-18,Male,Free State,nom***@yahoo.co.za,+27 73 8****,Capitec,savings,1,2023-12-01 17:14:04,1,Pensioner,28681.14
681,32491475016C,Thandi,Daniels,19960816,Male,KwaZulu-Natal,tha***@icloud.com,+27 72 7****,FNB,Savings,0,2024-08-24 16:17:54,0,Unemployed,5006.41
682,720DEBA3257D,Sarah,Mokoena,1993-12-18,Male,North West,sar***@webmail.co.za,+27 83 9****,TymeBank,Cheque,1,2024-12-11 09:17:22,0,Self-Employed,7777.96
683,1B2331096BF6,Nomsa,De Villiers,1997-01-12,Prefer not to say,Free State,nom***@gmail.com,+27 71 7****,,Savings,1,2024-09-29 17:57:19,0,employed,6378.12
684,E3DBF9E4F033,Palesa,Steyn,1999-03-06,Female,Western Cape,pal***@webmail.co.za,+27 76 7****,Nedbank,Cheque,0,2026-05-30 17:05:57,0,Unemployed,58197.05
685,032DACD002D9,Trevor,Pillay,1980-06-24,Non-binary,Northern Cape,tre***@gmail.com,+27 84 6****,Capitec,Savings,1,2026-05-12 09:34:53,0,,11890.66
686,BFB28F993F02,Nadine,Khumalo,,Female,Eastern Cape,,+27 82 9****,Absa,CHEQUE,1,2025-09-04 15:23:45,0,Unemployed,57366.79
687,7A9D05521D21,Nomsa,Mabunda,1973-11-07,M,Eastern Cape,nom***@webmail.co.za,+27 79 2****,Discovery Bank,Savings,1,2023-10-10 19:04:47,0,Employed,41462.14
688,6F67E354B6DF,Nkosi,Mokoena,19780717,Female,Western Cape,nko***@gmail.com,+27 79 3****,Nedbank,Cheque,1,2023-08-31 12:03:51,1,,
689,488CE3EE2E47,Pieter,Zulu,1975-12-07,Female,KwaZulu-Natal,pie***@icloud.com,+27 73 9****,Discovery Bank,savings,1,2024-07-13 11:02:20,0,EMPLOYED,50373.12
690,919D1A9D4FD5,Bongani,Ngcobo,1997-02-04,F,Eastern Cape,bon***@webmail.co.za,+27 73 7****,Standard Bank,Savings,1,2025-02-17 07:15:51,0,Employed,68026.73
691,AB4807DF0FCA,Sarah,Mokoena,1993-01-10,Female,Gauteng,sar***@yahoo.co.za,+27 85 1****,TymeBank,Savings,1,2024-10-09 20:03:22,0,,14671.14
692,09280080C9AB,Ayesha,Van Wyk,1980-10-11,F,Gauteng,aye***@gmail.com,+27 82 2****,Nedbank,CHEQUE,1,2025-04-08 13:27:21,0,Employed,19610.62
693,C80F04413FAF,Palesa,Singh,1981-11-22,Female,North West,pal***@yahoo.co.za,+27 71 9****,,savings,0,2024-03-20 13:54:52,1,EMPLOYED,57395.22
694,9F63C220C4B1,Nokwanda,Jacobs,1978-10-28,Female,Free State,nok***@icloud.com,+27 76 2****,FNB,Cheque,1,2024-11-23 11:02:08,1,EMPLOYED,48142.37
695,FB8F3BB411FC,Thandi,Petersen,1992-10-07,Non-binary,Gauteng,tha***@gmail.com,+27 82 4****,Absa,savings,1,2023-04-28 21:20:27,0,Self-Employed,
696,6097879525CE,Riaan,Khumalo,1983-04-07,Female,North West,ria***@gmail.com,+27 83 8****,Standard Bank,,1,2023-01-08 13:35:23,0,Self-Employed,7591.49
697,5F4704EC00C3,Lerato,Mahlangu,1997-05-05,Non-binary,KwaZulu-Natal,ler***@webmail.co.za,+27 78 6****,Standard Bank,Savings,1,2023-11-24 07:53:02,1,EMPLOYED,65363.77
698,51E41FBE7483,Liesl,Vermeulen,1990-05-14,M,Northern Cape,lie***@webmail.co.za,+27 83 8****,Nedbank,savings,1,2025-05-25 08:37:47,0,,70008.16
699,575BF616C7D0,Nokwanda,Van Wyk,1974-07-25,Non-binary,Gauteng,nok***@icloud.com,+27 72 7****,Absa,savings,1,2023-01-09 09:11:43,0,Pensioner,79078.27
700,B99C9FF0382D,Nadine,Van Wyk,2002-09-23,Female,North West,nad***@icloud.com,+27 83 2****,Nedbank,,1,2024-08-17 09:24:33,0,Pensioner,79058.72
701,FAA44563AD8A,Priya,Botha,2001-11-12,Non-binary,Mpumalanga,pri***@yahoo.co.za,+27 79 2****,Capitec,CHEQUE,1,2023-09-02 08:53:34,0,employed,36288.56
702,89C7853DFCA1,Nadine,Mokoena,1971-07-11,Non-binary,Northern Cape,nad***@yahoo.co.za,+27 78 2****,Standard Bank,,1,2025-07-03 17:33:50,0,,14959.43
703,1DA5DFBDB720,Liesl,Petersen,1991-07-12,Male,North West,lie***@outlook.com,+27 83 5****,FNB,CHEQUE,1,2025-07-15 07:15:26,1,Employed,27372.43
704,75D1BBDE3691,Nadine,Van Wyk,1997-11-14,F,Western Cape,nad***@yahoo.co.za,+27 71 6****,Discovery Bank,CHEQUE,1,2025-09-24 11:53:17,0,Self-Employed,13213.69
705,158ABF0A1EAB,Palesa,Botha,1998-01-10,F,Northern Cape,pal***@webmail.co.za,+27 74 6****,Absa,Savings,1,2023-01-03 12:45:39,0,Unemployed,70393.47
706,85FB90FA34CF,Zanele,Petersen,1987-09-20,Prefer not to say,Limpopo,zan***@webmail.co.za,+27 82 3****,Absa,Savings,1,2025-11-17 20:47:17,1,,44148.67
707,6B164BA7E9E3,Palesa,Zulu,1998-07-23,Female,,pal***@icloud.com,+27 84 8****,Standard Bank,savings,0,2023-07-22 21:12:44,0,Pensioner,68256.83
708,DE6D8F97E11E,Gareth,Mabunda,1970-06-03,M,KwaZulu-Natal,gar***@yahoo.co.za,+27 83 7****,FNB,CHEQUE,0,2025-08-28 10:28:39,0,Self-Employed,22099.92
709,021E5967E231,Deon,Daniels,1967-12-27,M,North West,deo***@webmail.co.za,+27 76 1****,Absa,Savings,1,2026-01-12 08:53:28,1,Pensioner,31455.68
710,4B585203CA99,Amina,Mahlangu,1968-09-19,Prefer not to say,Eastern Cape,ami***@webmail.co.za,+27 71 9****,TymeBank,Savings,1,2025-03-28 10:11:07,0,EMPLOYED,60367.08
711,79120C2AC1B7,Nomsa,Dlamini,1974-10-21,M,Western Cape,nom***@webmail.co.za,,Nedbank,CHEQUE,1,2026-02-10 11:24:35,1,Self-Employed,57983.01
712,41E973043C1F,Sarah,Mabunda,1984-10-15,M,Northern Cape,sar***@yahoo.co.za,+27 71 9****,,Cheque,0,2023-07-25 17:21:21,0,EMPLOYED,28871.88
713,9D9C3657EA23,Michael,De Villiers,1973-11-03,F,Limpopo,mic***@outlook.com,+27 72 4****,Standard Bank,Savings,0,2024-10-22 08:12:25,0,Employed,61253.9
714,907A72DA1A66,Nomsa,Mahlangu,1969-12-02,Female,Limpopo,nom***@webmail.co.za,+27 76 5****,,Cheque,1,2025-05-25 16:52:01,0,Pensioner,15103.44
715,C7F87C111C36,Trevor,Singh,1997-11-07,Female,KwaZulu-Natal,tre***@webmail.co.za,+27 74 8****,,savings,1,2023-12-02 14:14:11,0,Employed,79449.89
716,99A2D6117CE8,Nomsa,De Villiers,1981-09-08,Non-binary,North West,nom***@gmail.com,+27 85 6****,,CHEQUE,1,2023-08-24 20:04:28,0,,17117.15
717,1471FEA34988,Francois,Mabunda,19 Jul 1971,Non-binary,Free State,fra***@icloud.com,+27 82 9****,TymeBank,Cheque,1,2024-05-09 13:49:59,0,,77130.74
718,6A94A65F7254,Priya,Mokoena,2001-12-21,Prefer not to say,Gauteng,pri***@webmail.co.za,+27 71 2****,FNB,Savings,0,2023-10-01 14:17:39,0,Employed,20656.76
719,905408D59AD1,Sarah,Langa,1979-07-16,Non-binary,Limpopo,,+27 73 3****,,savings,1,2025-06-08 16:08:55,0,,46218.91
720,9B53867030FB,Nadine,Khumalo,1978-02-19,F,KwaZulu-Natal,nad***@yahoo.co.za,,Discovery Bank,,0,2024-11-16 17:04:46,1,,77640.79
721,3C0E0751FDC1,Nokwanda,Botha,2000-07-16,Female,Gauteng,nok***@gmail.com,+27 82 3****,,CHEQUE,1,2026-04-22 17:13:04,1,,26713.49
722,C56F7A6FCF01,Fatima,Ngcobo,1993-08-21,,Gauteng,fat***@gmail.com,+27 84 1****,Capitec,CHEQUE,1,2023-12-16 10:51:00,0,,46159.45
723,FA1D850FB0D2,Palesa,Mabunda,17/11/1990,Female,Eastern Cape,pal***@yahoo.co.za,,FNB,Cheque,1,2024-11-17 17:58:44,0,EMPLOYED,67320.68
724,BFB6737E6290,Priya,Dlamini,26 May 1971,F,,pri***@outlook.com,+27 83 2****,FNB,Savings,0,2026-04-17 11:11:42,1,Employed,
725,709A65CA7AB2,Nokwanda,Pillay,2004-01-28,Male,KwaZulu-Natal,nok***@outlook.com,+27 84 3****,Standard Bank,savings,1,2024-01-16 19:19:49,0,employed,64478.85
726,6E74A2ACFA00,Deon,Du Plessis,1992-07-07,Prefer not to say,North West,deo***@icloud.com,+27 85 4****,Discovery Bank,CHEQUE,1,2024-11-16 12:24:25,0,,68529.7
727,15A86AB63D58,Mandla,Sithole,1988-04-28,Prefer not to say,Mpumalanga,man***@yahoo.co.za,+27 82 8****,Standard Bank,savings,1,2024-03-02 20:08:48,0,EMPLOYED,26722.71
728,53ACBB906977,Riaan,Khumalo,1996-10-05,F,Eastern Cape,ria***@yahoo.co.za,+27 85 3****,Nedbank,Cheque,1,2025-04-25 10:25:46,1,Unemployed,49267.83
729,48C7B183D256,Palesa,Langa,1969-07-04,M,North West,pal***@outlook.com,+27 79 1****,Discovery Bank,Savings,1,2026-01-03 20:52:30,0,employed,33994.81
730,FCEB756D6A2D,Trevor,Dlamini,1973-02-10,Female,Limpopo,tre***@outlook.com,+27 76 4****,Discovery Bank,Savings,1,2026-04-20 16:00:13,0,,42922.03
731,3FF95CA751E5,Nokwanda,Dlamini,1976-11-14,Prefer not to say,Western Cape,nok***@yahoo.co.za,+27 72 1****,Capitec,,0,2026-03-08 15:46:37,0,,19601.56
732,F27142489EAB,Pieter,Van Wyk,1995-11-14,Male,Northern Cape,pie***@gmail.com,,Absa,,1,2024-08-02 09:49:01,0,,72421.89
733,68B5DF4D07F8,Michael,Jacobs,1998-09-27,Male,Gauteng,mic***@yahoo.co.za,+27 74 3****,Absa,savings,1,2024-03-05 17:12:04,0,Employed,47410.57
734,550C8E864C29,Amina,Coetzee,1971-04-18,Male,Gauteng,ami***@yahoo.co.za,+27 71 2****,TymeBank,Cheque,1,2026-02-11 09:18:05,0,Self-Employed,39453.24
735,975061252DD8,Bongani,Jacobs,1996-12-03,Prefer not to say,Free State,,+27 85 6****,Capitec,CHEQUE,1,2024-08-09 12:15:41,1,Employed,70773.39
736,52E451287EB6,Zanele,Petersen,1986-04-11,Prefer not to say,Mpumalanga,zan***@webmail.co.za,+27 72 1****,Absa,Savings,1,2026-04-10 15:33:33,0,Pensioner,26174.49
737,7B367464A2E8,Palesa,Ngcobo,1968-01-12,F,Eastern Cape,pal***@outlook.com,+27 72 5****,FNB,savings,1,2024-06-14 19:55:00,0,Employed,11225.23
738,662B46F69659,Gareth,Botha,1972-04-01,,Northern Cape,gar***@webmail.co.za,+27 84 1****,Discovery Bank,CHEQUE,0,2023-01-16 22:26:10,1,employed,14128.6
739,8169D931EEBA,Nokwanda,Sithole,1973-04-05,Prefer not to say,KwaZulu-Natal,nok***@icloud.com,,Discovery Bank,CHEQUE,1,2024-04-12 18:56:50,0,EMPLOYED,23470.6
740,7B3F97584AF2,Bongani,Van Wyk,19850805,Non-binary,Mpumalanga,bon***@webmail.co.za,,,,1,2024-11-05 14:19:04,0,,63998.25
741,53CFE60D536E,Sipho,Vermeulen,1981-05-16,Male,Northern Cape,sip***@webmail.co.za,+27 78 6****,FNB,Savings,1,2024-03-30 21:16:59,1,,
742,91025AF9183D,Bongani,Langa,1985-06-16,Non-binary,Western Cape,bon***@gmail.com,+27 78 2****,Nedbank,,1,2025-03-06 17:26:29,1,Self-Employed,25502.63
743,5A52D5DD7361,Michael,Petersen,05/06/1990,Female,Western Cape,mic***@webmail.co.za,+27 73 7****,Absa,CHEQUE,0,2024-10-23 07:34:18,1,Self-Employed,72571.56
744,442C33B63D5C,Fatima,Du Plessis,1965-01-09,Prefer not to say,Mpumalanga,fat***@icloud.com,+27 79 2****,,savings,1,2023-05-06 14:48:13,1,EMPLOYED,64612.12
745,4A26961D3664,Fatima,De Villiers,1976-04-28,Male,KwaZulu-Natal,fat***@icloud.com,+27 82 2****,FNB,,1,2025-04-14 21:34:59,1,Employed,23055.34
746,D87EA85936AA,Mandla,Khumalo,2003-04-16,Male,Gauteng,man***@gmail.com,+27 78 1****,,,0,2024-05-13 13:23:39,1,Pensioner,11356.45
747,72CB0D65D0B3,Michael,Vermeulen,1966-03-23,Prefer not to say,Limpopo,mic***@yahoo.co.za,+27 84 4****,Nedbank,Cheque,1,2024-12-05 13:08:47,1,Employed,53816.72
